"Date","Symbol","Marketcapname","Sector"
"03-09-2026 1:55 pm","BHARTIARTL","Largecap","Telecom-Service"
"03-09-2026 2:05 pm","AMBER","Largecap","Consumer Discretionary"
"03-09-2026 3:05 pm","AMBER","Largecap","Consumer Discretionary"
"03-09-2026 3:15 pm","HEALTHCARE","Smallcap","Indices"
"04-09-2026 9:15 am","ABB","Largecap","Industrials"
"04-09-2026 9:15 am","HINDUNILVR","Largecap","FMCG"
"04-09-2026 9:15 am","TATACONSUM","Largecap","FMCG"
"04-09-2026 9:15 am","UPL","Largecap","Chemicals"
"04-09-2026 9:15 am","BHARTIARTL","Largecap","Telecom-Service"
"04-09-2026 9:35 am","ABB","Largecap","Industrials"
"04-09-2026 9:45 am","SONACOMS","Largecap","Auto"
"04-09-2026 9:55 am","BRITANNIA","Largecap","FMCG"
"04-09-2026 11:25 am","TATACONSUM","Largecap","FMCG"
"04-09-2026 11:35 am","BRITANNIA","Largecap","FMCG"
"04-09-2026 11:45 am","HEROMOTOCO","Largecap","Auto"
"04-09-2026 11:45 am","UPL","Largecap","Chemicals"
"04-09-2026 12:55 pm","GLENMARK","Largecap","Healthcare"
"04-09-2026 1:05 pm","UNITDSPR","Largecap","FMCG"
"04-09-2026 1:15 pm","HEROMOTOCO","Largecap","Auto"
"04-09-2026 2:45 pm","BOSCHLTD","Largecap","Auto"
